Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM
SK11_Hungary	SK11_Hungary-SRR6263256	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263256.fastq.gz	NA	NA
T18_Italy	T18_Italy-SRR6263251	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263251_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263251_2.fastq.gz	NA
T18_Italy	T18_Italy-SRR6263257	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263257.fastq.gz	NA	NA
Body188_Czechia	Body188_Czechia-SRR6263249	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263249_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263249_2.fastq.gz	NA
Body188_Czechia	Body188_Czechia-SRR6263255	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263255.fastq.gz	NA	NA
GC96CU_UK	GC96CU_UK-SRR6263252	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263252_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263252_2.fastq.gz	NA
GC96CU_UK	GC96CU_UK-SRR6263253	0	4	PE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263253_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263253_2.fastq.gz	NA
GC96CU_UK	GC96CU_UK-SRR6263254	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263254_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR6263254_2.fastq.gz	NA
BEL024_Belarus	BEL024_Belarus-SRR15512724	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512724_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512724_2.fastq.gz	NA
Bergen_Norway	Bergen_Norway-SRR15512595	0	4	SE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512595.fastq.gz	NA	NA
Bergen_Norway	Bergen_Norway-SRR15512596	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512596.fastq.gz	NA	NA
Bergen_Norway	Bergen_Norway-SRR15512597	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512597.fastq.gz	NA	NA
Bergen_Norway	Bergen_Norway-SRR15512594	0	4	SE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512594.fastq.gz	NA	NA
CHRY023_UK	CHRY023_UK-SRR15512723	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512723_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512723_2.fastq.gz	NA
CHRY023_UK	CHRY023_UK-SRR15512549	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512549_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512549_2.fastq.gz	NA
CHRY044_UK	CHRY044_UK-SRR15512532	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512532_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512532_2.fastq.gz	NA
COR_XVIII_Spain	COR_XVIII_Spain-SRR15512687	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512687_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512687_2.fastq.gz	NA
COR_XVIII_Spain	COR_XVIII_Spain-SRR15512688	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512688_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512688_2.fastq.gz	NA
COR_XVIII_Spain	COR_XVIII_Spain-SRR15512690	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512690_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512690_2.fastq.gz	NA
COR_XVIII_Spain	COR_XVIII_Spain-SRR15512684	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512684_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512684_2.fastq.gz	NA
COR_XVIII_Spain	COR_XVIII_Spain-SRR15512685	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512685_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512685_2.fastq.gz	NA
COR_XVIII_Spain	COR_XVIII_Spain-SRR15512686	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512686_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512686_2.fastq.gz	NA
EDI006_UK	EDI006_UK-SRR15512521	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512521_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512521_2.fastq.gz	NA
JDS097_UK	JDS097_UK-SRR15512689	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512689_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512689_2.fastq.gz	NA
KirkHill_Scotland	KirkHill_Scotland-SRR15512522	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512522_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512522_2.fastq.gz	NA
KirkHill_Scotland	KirkHill_Scotland-SRR15512693	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512693_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512693_2.fastq.gz	NA
KirkHill_Scotland	KirkHill_Scotland-SRR15512695	0	4	PE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512695_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512695_2.fastq.gz	NA
KirkHill_Scotland	KirkHill_Scotland-SRR15512519	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512519_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512519_2.fastq.gz	NA
KirkHill_Scotland	KirkHill_Scotland-SRR15512696	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512696_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512696_2.fastq.gz	NA
KirkHill_Scotland	KirkHill_Scotland-SRR15512697	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512697_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512697_2.fastq.gz	NA
KirkHill_Scotland	KirkHill_Scotland-SRR15512520	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512520_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512520_2.fastq.gz	NA
KirkHill_Scotland	KirkHill_Scotland-SRR15512692	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512692_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512692_2.fastq.gz	NA
KirkHill_Scotland	KirkHill_Scotland-SRR15512694	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512694_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512694_2.fastq.gz	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512575	0	4	SE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512575.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512576	0	4	SE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512576.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512578	0	4	SE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512578.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512579	0	4	SE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512579.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512580	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512580.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512583	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512583.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512585	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512585.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512586	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512586.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512587	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512587.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512588	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512588.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512589	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512589.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512590	0	4	SE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512590.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512591	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512591.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512592	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512592.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512577	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512577.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512581	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512581.fastq.gz	NA	NA
PAVd09_I.5_Portugal	PAVd09_I.5_Portugal-SRR15512584	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512584.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512542	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512542_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512542_2.fastq.gz	NA
R7546-671_Russia	R7546-671_Russia-SRR15512559	0	4	SE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512559.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512561	0	4	SE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512561.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512563	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512563.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512565	0	4	SE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512565.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512566	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512566.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512567	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512567.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512568	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512568.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512569	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512569.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512682	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512682_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512682_2.fastq.gz	NA
R7546-671_Russia	R7546-671_Russia-SRR15512562	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512562.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512564	0	4	SE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512564.fastq.gz	NA	NA
R7546-671_Russia	R7546-671_Russia-SRR15512683	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512683_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512683_2.fastq.gz	NA
UF101_Spain	UF101_Spain-SRR15512636	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512636_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512636_2.fastq.gz	NA
UF101_Spain	UF101_Spain-SRR15512637	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512637_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512637_2.fastq.gz	NA
UF101_Spain	UF101_Spain-SRR15512638	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512638_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512638_2.fastq.gz	NA
UF101_Spain	UF101_Spain-SRR15512639	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512639_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512639_2.fastq.gz	NA
UF101_Spain	UF101_Spain-SRR15512640	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512640_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512640_2.fastq.gz	NA
UF11_Spain	UF11_Spain-SRR15512654	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512654_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512654_2.fastq.gz	NA
UF11_Spain	UF11_Spain-SRR15512659	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512659_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512659_2.fastq.gz	NA
UF11_Spain	UF11_Spain-SRR15512655	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512655_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512655_2.fastq.gz	NA
UF11_Spain	UF11_Spain-SRR15512657	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512657_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512657_2.fastq.gz	NA
UF11_Spain	UF11_Spain-SRR15512658	0	4	PE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512658_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512658_2.fastq.gz	NA
UF21_Spain	UF21_Spain-SRR15512651	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512651_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512651_2.fastq.gz	NA
UF21_Spain	UF21_Spain-SRR15512652	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512652_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512652_2.fastq.gz	NA
UF21_Spain	UF21_Spain-SRR15512648	0	4	PE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512648_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512648_2.fastq.gz	NA
UF21_Spain	UF21_Spain-SRR15512649	0	4	PE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512649_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512649_2.fastq.gz	NA
UF21_Spain	UF21_Spain-SRR15512650	0	4	PE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512650_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512650_2.fastq.gz	NA
UF25_Spain	UF25_Spain-SRR15512642	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512642_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512642_2.fastq.gz	NA
UF25_Spain	UF25_Spain-SRR15512647	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512647_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512647_2.fastq.gz	NA
UF25_Spain	UF25_Spain-SRR15512643	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512643_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512643_2.fastq.gz	NA
UF25_Spain	UF25_Spain-SRR15512644	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512644_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512644_2.fastq.gz	NA
UF25_Spain	UF25_Spain-SRR15512646	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512646_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512646_2.fastq.gz	NA
UF700_Spain	UF700_Spain-SRR15512713	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512713_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512713_2.fastq.gz	NA
UF700_Spain	UF700_Spain-SRR15512714	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512714_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512714_2.fastq.gz	NA
UF700_Spain	UF700_Spain-SRR15512715	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512715_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512715_2.fastq.gz	NA
UF700_Spain	UF700_Spain-SRR15512716	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512716_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512716_2.fastq.gz	NA
UF700_Spain	UF700_Spain-SRR15512717	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512717_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512717_2.fastq.gz	NA
UF703_Spain	UF703_Spain-SRR15512701	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512701_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512701_2.fastq.gz	NA
UF703_Spain	UF703_Spain-SRR15512705	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512705_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512705_2.fastq.gz	NA
UF703_Spain	UF703_Spain-SRR15512702	0	4	PE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512702_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512702_2.fastq.gz	NA
UF703_Spain	UF703_Spain-SRR15512703	0	4	PE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512703_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512703_2.fastq.gz	NA
UF703_Spain	UF703_Spain-SRR15512704	0	4	PE	NA	double	half	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512704_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512704_2.fastq.gz	NA
UF8_Spain	UF8_Spain-SRR15512660	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512660_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512660_2.fastq.gz	NA
UF8_Spain	UF8_Spain-SRR15512664	0	4	PE	NA	double	none	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512664_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512664_2.fastq.gz	NA
UF8_Spain	UF8_Spain-SRR15512661	0	4	PE	NA	double	full	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512661_1.fastq.gz	/cfs/klemming/projects/supr/archaeogenetics/pochonz/Phylogenetics/leprae/fastqs/SRR15512661_2.fastq.gz	NA
